ParentBusinessUnit,BusinessUnit,Latitude,Longitude,StateShort,Year,Make,Model,Trim,Mileage,ListPrice,LotPrice,MSRP,MarketAveragePrice,AgeInDays,Color,InteriorColor,ReconditionCost,UnitCost,PotentialGross,Stock,VIN,Received,Transmission,Risk,PrimaryBookValue,class
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2016,Honda,Accord,SPORT,33371,18996,22999,22999,20159.3333,106,SILVER,NULL,NULL,17883.23,1112.77,L087252,1HGCR2F5XGA087252,11/20/2018,CVT Transmission,GREEN,19411,4-door Mid-Size Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2018,Nissan,Rogue,S,17327,NULL,0,NULL,19183.9545,97,WHITE,NULL,NULL,19536.16,NULL,R584602,KNMAT2MV0JP584602,11/29/2018,Automatic,GREEN,21105,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Ford,Expedition,XLT,38633,28996,36999,36999,27025.3076,98,SILVER,NULL,NULL,31520.19,-2524.19,LA55030,1FMJU1JT5HEA55030,11/28/2018,6-Speed A/T,YELLOW,29089,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Toyota,Corolla,LE,43600,13996,17999,17999,14646.0873,99,RED,NULL,NULL,14458.28,-462.28,837995,2T1BURHE0HC837995,11/27/2018,N/A,GREEN,14555,4-door Compact Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Ford,Fiesta,TITANIUM,30959,12996,14999,14999,14397.4285,91,BLACK,NULL,NULL,13370.67,-374.67,139039,3FADP4FJ3HM139039,12/5/2018,Automatic,YELLOW,13482,4-door Sub-Compact Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2018,Hyundai,Tucson,SEL,28563,19996,23999,23999,21139,92,SILVER,NULL,NULL,18798.9,1197.1,606683,KM8J3CA48JU606683,12/4/2018,Automatic,YELLOW,20752,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2018,GMC,Yukon,SLT,29640,46996,51999,51999,47889,92,GRAY,NULL,NULL,45744.43,1251.57,134154,1GKS2BKC5JR134154,12/4/2018,Automatic,GREEN,47406,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Hyundai,Sonata,2.4L,43726,13996,16999,16999,13192.1521,77,WHITE,NULL,NULL,13080.5,915.5,521870,5NPE24AF3HH521870,12/19/2018,Automatic,GREEN,14646,4-door Large Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Mazda,Mazda3 4-Door,TOURING,33190,14996,18999,18999,15665.875,72,SILVER,NULL,NULL,14370.84,625.16,L137247,3MZBN1V7XHM137247,12/24/2018,N/A,YELLOW,15987,4-door Compact Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Honda,Civic,LX,32342,15896,17999,17999,17520.4285,72,BLACK,NULL,NULL,13700.91,2195.09,L211540,19XFC2F57HE211540,12/24/2018,CVT Transmission,GREEN,16440,4-door Compact Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2015,Nissan,Sentra,SR,31642,13796,14999,14999,12876.7916,72,GRAY,NULL,NULL,11937.88,1858.12,L335407,3N1AB7AP9FY335407,12/24/2018,Automatic,GREEN,13910,4-door Mid-Size Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2011,Ram,2500,LARAMIE LONGHORN EDITION,43842,NULL,49995,NULL,26007.8,113,WHITE,NULL,NULL,43945.49,NULL,630439,3D7TT2HT9BG630439,11/13/2018,Automatic,RED,40532,4WD Standard Pickup Trucks
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Toyota,Sienna,LE AUTO ACCESS SEAT,48931,21996,23999,23999,28143.4444,55,BLUE,NULL,NULL,20446.12,1549.88,846143,5TDKZ3DC2HS846143,1/10/2019,Automatic,YELLOW,22520,2WD Minivans
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2016,Lincoln,MKX,SELECT,36742,26996,28999,28999,NULL,55,SILVER,NULL,NULL,23646.28,3349.72,L52913,2LMTJ8KR9GBL52913,1/10/2019,Automatic,YELLOW,25240,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2018,Chevrolet,Equinox,LT,28728,23696,26996,26996,22657.7,57,SILVER,NULL,NULL,20382.42,3313.58,574664,3GNAXSEV0JS574664,1/8/2019,Automatic,GREEN,24311,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2018,Jeep,Compass,LIMITED,13078,23996,25999,25999,24056.5,57,BLACK,NULL,NULL,21619.79,2376.21,340963,3C4NJDCBXJT340963,1/8/2019,Automatic,GREEN,24536,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2018,Chevrolet,Cruze,LT,33320,15996,17999,17999,17724.1081,57,BLACK,NULL,NULL,14348.37,1647.63,113977,1G1BE5SM8J7113977,1/8/2019,6-Speed A/T,YELLOW,16498,4-door Compact Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2005,HUMMER,H2,SUV,175915,13996,17999,17999,16995,58,GRAY,NULL,NULL,8170,5826,127503B,5GRGN23UX5H127503,1/7/2019,Automatic,RED,14900,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2015,Hyundai,Genesis,3.8L,22814,25996,27999,27999,24571.1428,50,BLACK,NULL,NULL,24654.1,1341.9,95466,KMHGN4JE4FU095466,1/15/2019,Automatic,YELLOW,23914,4-door Large Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Subaru,Crosstrek,PREMIUM,34041,22996,24999,24999,22437.0952,50,WHITE,NULL,NULL,21823.35,1172.65,272623,JF2GPABC4H8272623,1/15/2019,CVT Transmission,YELLOW,22208,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Hyundai,Santa Fe Sport,2.4L,52792,18496,19999,19999,17079.7777,50,BLUE,NULL,NULL,16442.97,2053.03,499047,5XYZTDLB7HG499047,1/15/2019,Automatic,YELLOW,18595,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2016,INFINITI,QX70, ,37807,27996,29999,29999,26990,48,SILVER,NULL,NULL,24769.57,3226.43,750805,JN8CS1MW5GM750805,1/17/2019,Automatic,YELLOW,28266,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2016,Lincoln,MKZ,HYBRID,50117,20996,21999,21999,24187,49,WHITE,NULL,NULL,18475.36,2520.64,634410,3LN6L2LU7GR634410,1/16/2019,Automatic,YELLOW,19133,4-door Mid-Size Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2018,Ford,Fusion,PLATINUM,30438,19996,20999,20999,21880.8571,49,BLACK,NULL,NULL,17905.42,2090.58,181465,3FA6P0D96JR181465,1/16/2019,Automatic,GREEN,21892,4-door Mid-Size Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2016,Ford,F-150,XLT,43441,32996,34999,34999,30218.8,48,RED,NULL,NULL,30048.62,2947.38,C94085,1FTEW1EP0GFC94085,1/17/2019,Automatic,GREEN,30793,4WD Standard Pickup Trucks
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2012,Chevrolet,Silverado 1500,LT,91146,22996,26996,26996,22497,47,BLACK,NULL,NULL,20410.28,2585.72,293393,3GCPKSE72CG293393,1/18/2019,Automatic,YELLOW,21040,4WD Standard Pickup Trucks
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Honda,CR-V,LX,34759,22996,24999,24999,23184.3333,47,WHITE,NULL,NULL,19565.37,3430.63,R209531,2HKRW6H33HH209531,1/18/2019,CVT Transmission,GREEN,22448,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Subaru,Impreza,PREMIUM,31390,17986,22996,22996,18926.7142,47,BLUE,NULL,NULL,15639.33,2346.67,L605966,4S3GKAB67H3605966,1/18/2019,CVT Transmission,YELLOW,19107,4-door Compact Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2016,Acura,ILX, ,32910,17986,23999,23999,19505.8333,47,GRAY,NULL,NULL,15814.14,2171.86,10362,19UDE2F38GA010362,1/18/2019,Automatic,YELLOW,18164,4-door Compact Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2018,Jeep,Renegade,TRAILHAWK,14056,21996,23999,23999,NULL,43,WHITE,NULL,NULL,20984.39,1011.61,G65075,ZACCJBCB2JPG65075,1/22/2019,Automatic,RED,21108,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2018,Mazda,CX-5,GRAND TOURING,29805,26996,27999,27999,26841.4545,43,SILVER,NULL,NULL,24609.79,2386.21,317623,JM3KFBDM7J0317623,1/22/2019,Automatic,YELLOW,25570,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2018,Nissan,Frontier,PRO-4X,21690,25996,29999,29999,24430.7868,43,BLACK,NULL,NULL,25204.56,791.44,722615,1N6AD0EV9JN722615,1/22/2019,N/A,YELLOW,26878,4WD Small Pickup Trucks
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Jeep,Grand Cherokee,LIMITED,49091,28996,29999,29999,30168.3333,42,GRAY,NULL,NULL,26858,2138,861102,1C4RJFBGXHC861102,1/23/2019,Automatic,GREEN,27739,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Nissan,Altima,2.5 SL,39862,15996,19999,19999,15121.2307,41,BLUE,NULL,NULL,15417.38,578.62,172373,1N4AL3AP7HC172373,1/24/2019,Automatic,GREEN,16999,4-door Mid-Size Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2014,smart,fortwo,PURE,44879,6996,8999,8999,7696.5,37,BLACK,NULL,NULL,5672.31,1323.69,743053A,WMEEJ3BA9EK743053,1/28/2019,Automatic,YELLOW,7579,Two-seater Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Kia,Sedona,LX,39743,18986,22999,22999,18977.7647,36,BLACK,NULL,NULL,17371.18,1614.82,L218013,KNDMB5C14H6218013,1/29/2019,Automatic,GREEN,19296,2WD Minivans
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Chrysler,Pacifica,TOURING-L,34301,22996,27999,27999,23619.8,36,MAROON,NULL,NULL,21830.01,1165.99,L702520,2C4RC1BG6HR702520,1/29/2019,Automatic,GREEN,23748,2WD Minivans
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Buick,Envision,ESSENCE,33750,23996,27999,27999,24299.3333,36,WHITE,NULL,NULL,21165.31,2830.69,L198717,LRBFXBSA9HD198717,1/29/2019,Automatic,YELLOW,23383,2WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Chevrolet,Camaro,SS,30496,28396,32999,32999,28996.6666,36,YELLOW,NULL,NULL,25213.92,3182.08,L209410,1G1FF1R76H0209410,1/29/2019,8-Speed A/T,YELLOW,29260,2-door Sub-Compact Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2016,Buick,Encore, ,30292,15996,20999,20999,16151.5555,36,SILVER,NULL,NULL,14033.77,1962.23,525161,KL4CJASB7GB525161,1/29/2019,Automatic,YELLOW,14643,2WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Hyundai,Accent,SE,44646,11996,13999,13999,11939.2142,34,BLUE,NULL,NULL,10924.33,1071.67,313461,KMHCT4AE2HU313461,1/31/2019,N/A,YELLOW,11761,4-door Compact Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Jeep,Grand Cherokee,LIMITED,42208,29996,34999,34999,30085,34,GRAY,NULL,NULL,28135.96,1860.04,946302,1C4RJFBG5HC946302,1/31/2019,Automatic,GREEN,28469,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2013,Dodge,Challenger,SXT,71314,15996,17999,17999,16078,15,BLACK,NULL,NULL,14846.17,1149.83,649747A,2C3CDYAG7DH649747,2/19/2019,Automatic,YELLOW,14954,2-door Mid-Size Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,1993,Chevrolet,Corvette, ,77315,8996,11999,11999,NULL,34,NULL,NULL,NULL,4477.42,4518.58,103894A,1G1YY23P2P5103894,1/31/2019,N/A,RED,8438,Two-seater Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2019,Mazda,CX-3,TOURING,16364,23996,24999,24999,22495.25,29,GREY,NULL,NULL,20834.14,3161.86,403198,JM1DKFC78K0403198,2/5/2019,Automatic,YELLOW,22224,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Nissan,Sentra,SV,39154,13496,16999,16999,13366.5263,29,SILVER,NULL,NULL,12653.94,842.06,348674,3N1AB7AP5HY348674,2/5/2019,Automatic,GREEN,13563,4-door Mid-Size Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Nissan,Altima,2.5 SV,41207,15996,17999,17999,15121.2307,29,SILVER,NULL,NULL,15129.41,866.59,242191,1N4AL3AP1HC242191,2/5/2019,Automatic,GREEN,16335,4-door Mid-Size Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Ford,Explorer,XLT,72217,23146,24999,24999,27686.0588,27,WHITE,NULL,NULL,20365.3,2780.7,B83381,1FM5K8D80HGB83381,2/7/2019,Automatic,YELLOW,23236,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2016,Dodge,Grand Caravan,SXT,57520,15796,18999,18999,15265.8888,32,BLACK,NULL,NULL,12980.15,2815.85,328713A,2C4RDGCG2GR328713,2/2/2019,Automatic,YELLOW,15846,2WD Minivans
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2018,Mitsubishi,Outlander Sport,SE 2.4,29142,17996,19999,19999,18178.8571,28,GRAY,NULL,NULL,16623.07,1372.93,35197,JA4AR3AW1JZ035197,2/6/2019,Automatic,YELLOW,17229,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2016,Jeep,Patriot,LATITUDE,41907,16496,17999,17999,15751.6666,28,WHITE,NULL,NULL,15004.99,1491.01,712526,1C4NJRFB9GD712526,2/6/2019,Automatic,GREEN,15779,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Nissan,Rogue,S,51175,16996,19999,19999,18177.5833,28,BLACK,NULL,NULL,15991.25,1004.75,559886,KNMAT2MV0HP559886,2/6/2019,Automatic,GREEN,17047,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,1997,Honda,Passport,LX,141743,4996,5999,5999,NULL,23,WHITE,NULL,NULL,761,4235,419495,4S6CM58V7V4419495,2/11/2019,Manual,RED,2355,4WD Special Purpose Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2018,Subaru,Forester,PREMIUM,21817,25996,26999,26999,26141.5416,20,BLUE,NULL,NULL,24011.58,1984.42,504149,JF2SJAGCXJH504149,2/14/2019,CVT Transmission,GREEN,25780,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2018,Subaru,Forester,PREMIUM,22700,25596,26999,26999,26158.2083,20,WHITE,NULL,NULL,24011.58,1584.42,506745,JF2SJAGC3JH506745,2/14/2019,CVT Transmission,GREEN,25679,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2018,Ford,Fusion,PLATINUM,17602,21996,23999,23999,21595.1428,21,SILVER,NULL,NULL,19026.79,2969.21,247069,3FA6P0D90JR247069,2/13/2019,Automatic,GREEN,22726,4-door Mid-Size Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Jeep,Patriot,LATITUDE,47953,15996,17999,17999,15587.75,20,BLACK,NULL,NULL,14014.48,1981.52,184484,1C4NJPFBXHD184484,2/14/2019,N/A,GREEN,15716,2WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2015,Chevrolet,Equinox,LT,55702,16996,19999,19999,16697,20,GOLD,NULL,NULL,15028.38,1967.62,231064,2GNFLFEK9F6231064,2/14/2019,Automatic,GREEN,16860,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2013,Volkswagen,CC,SPORT PLUS,118217,10996,14999,14999,12941,26,SILVER,NULL,NULL,6981.36,4014.64,533520A,WVWBP7AN4DE533520,2/8/2019,6-Speed A/T,RED,8409,4-door Mid-Size Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Ford,Edge,SEL,10777,24996,27999,27999,21415,19,NULL,NULL,NULL,23152.87,1843.13,B38145,2FMPK4J98HBB38145,2/15/2019,Automatic,RED,24775,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2018,Jeep,Wrangler Unlimited,SAHARA,15429,33996,35999,35999,34841.1666,15,GREY,NULL,NULL,31113.29,2882.71,937191,1C4BJWEG6JL937191,2/19/2019,N/A,YELLOW,32843,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Honda,CR-V,LX,32237,22996,24999,24999,23184.3333,15,SILVER,NULL,NULL,19441.43,3554.57,R210909,2HKRW6H39HH210909,2/19/2019,CVT Transmission,GREEN,22614,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Kia,Forte,LX,31366,13496,16999,16999,13456.75,15,GRAY,NULL,NULL,12297.74,1198.26,L145270,3KPFL4A77HE145270,2/19/2019,N/A,YELLOW,13366,4-door Mid-Size Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Buick,Envision,ESSENCE,30296,23996,25996,25996,24299.3333,15,BLCK,NULL,NULL,21283.69,2712.31,L200600,LRBFXBSA0HD200600,2/19/2019,Automatic,YELLOW,23739,2WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2016,Toyota,Prius,FOUR TOURING,20964,23996,26999,26999,21376.1333,15,WHITE,NULL,NULL,20237.27,3758.73,508950,JTDKARFU7G3508950,2/19/2019,Automatic,YELLOW,24333,4-door Mid-Size Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Ford,Focus,SE,45071,12486,15999,15999,12361.6551,13,WHITE,NULL,NULL,11469.88,1016.12,290892,1FADP3K21HL290892,2/21/2019,Automatic,GREEN,12675,4-door Compact Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Hyundai,Tucson,SE,57791,16996,19999,19999,18158.6666,12,RED,NULL,242.45,14930,2066,295411,KM8J3CA44HU295411,2/22/2019,Automatic,YELLOW,16621,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2015,Hyundai,Sonata,2.4L SE,35286,13996,16999,16999,14050.5555,12,BLACK,NULL,NULL,12772.35,1223.65,220292,5NPE24AF0FH220292,2/22/2019,Automatic,GREEN,13913,4-door Large Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2016,Nissan,LEAF,S,33165,12986,15999,15999,15056.5454,13,BLUE,NULL,237.74,10820,2166,303878,1N4AZ0CP2GC303878,2/21/2019,Automatic,YELLOW,10442,4-door Mid-Size Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Kia,Sorento,LX V6,32444,20596,23999,23999,21021.75,11,BLACK,NULL,NULL,18380.93,2215.07,L333374,5XYPGDA53HG333374,2/23/2019,Automatic,GREEN,21773,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Toyota,RAV4,LE,32858,19996,21999,21999,21546.1538,11,BLACK,NULL,237.31,17638.8,2357.2,R643884,2T3BFREV1HW643884,2/23/2019,Automatic,GREEN,20691,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Ford,Escape,SE,48403,17886,19999,19999,17592.5263,6,BLUE,NULL,237.56,14890,2996,D94383,1FMCU9GD5HUD94383,2/28/2019,Automatic,GREEN,17270,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Ford,Explorer,XLT,45597,25886,26999,26999,27524.8823,6,SILVER,NULL,NULL,21543,4343,D05320,1FM5K8D80HGD05320,2/28/2019,Automatic,GREEN,26125,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2016,Jeep,Cherokee,SPORT,64934,15886,16999,16999,16801.6666,6,WHITE,NULL,236,12070,3816,136316,1C4PJLAB8GW136316,2/28/2019,Automatic,GREEN,14169,2WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2001,Ford,Escape,XLT,213586,NULL,0,NULL,NULL,5,NULL,NULL,NULL,1,NULL,B80978,1FMYU04101KB80978,3/1/2019,Automatic,RED,2830,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2014,Jeep,Patriot,SPORT,50795,11996,14999,14999,10985,6,RED,NULL,236,8200,3796,843453A,1C4NJPBB6ED843453,2/28/2019,Automatic,GREEN,11539,2WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2014,Ford,Focus,SE,48526,10996,13999,13999,10475.0714,3,WHITE,NULL,236,6700,4296,421193,1FADP3K22EL421193,3/3/2019,Automatic,GREEN,9402,4-door Compact Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,1996,Lincoln,Town Car,EXECUTIVE,230523,NULL,0,NULL,NULL,2,GREEN,NULL,NULL,701,NULL,678654,1LNLM81W9TY678654,3/4/2019,Automatic,RED,2291,4-door Large Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2018,Kia,Sorento,LX V6,44718,NULL,0,NULL,23246.4285,1,WHITE,NULL,643.18,18690,NULL,348024,5XYPGDA5XJG348024,3/5/2019,Automatic,GREEN,22524,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Nissan,Pathfinder,SL,53552,23896,26999,26999,25011.8888,1,WHITE,NULL,239.42,20800,3096,663818,5N1DR2MM2HC663818,3/5/2019,Automatic,GREEN,24069,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Ram,2500,LARAMIE,69561,NULL,0,NULL,46597,1,WHITE,NULL,401.09,38352.5,NULL,569785,3C6UR5FL5HG569785,3/5/2019,N/A,YELLOW,40036,4WD Standard Pickup Trucks
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2001,Toyota,Tacoma,PRERUNNER,250814,9996,12999,12999,9999,1,SILVER,NULL,60,3700,6296,801686,5TEGN92N01Z801686,3/5/2019,Automatic,RED,7892,2WD Small Pickup Trucks
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2018,Kia,Sportage,LX,58544,NULL,0,NULL,20740.8125,NULL,SILVER,NULL,NULL,13845,NULL,318605,KNDPMCAC3J7318605,3/6/2019,Automatic,GREEN,17509,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2018,Kia,Optima,LX,53051,NULL,0,NULL,17470.7058,NULL,WHITE,NULL,NULL,12780,NULL,189195,5XXGT4L33JG189195,3/6/2019,Automatic,YELLOW,15404,4-door Mid-Size Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2011,Chevrolet,Silverado 1500,1HY,129326,NULL,0,NULL,16887,NULL,NULL,NULL,NULL,10500,NULL,114652,3GCUKUEJ4BG114652,3/6/2019,Automatic,RED,14371,4WD Standard Pickup Trucks
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2002,Volvo,S60,2.4T A SR 4DR SDN AUTO W/,213017,NULL,0,NULL,NULL,NULL,RED,NULL,NULL,1,NULL,188928,YV1RS58D922188928,3/8/2019,Automatic,RED,2658,4-door Compact Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2017,Ford,Explorer,XLT,45436,NULL,0,NULL,27433.8333,NULL,BLACK,NULL,NULL,21475,NULL,D65004,1FM5K8D84HGD65004,3/7/2019,Automatic,GREEN,26177,4WD Sport Utility Vehicles
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2016,Dodge,Charger,R/T,36418,NULL,30999,30999,25282.3333,NULL,GRANITE PEARLCOAT GRAY,NULL,NULL,20700,NULL,227794A,2C3CDXCT9GH227794,3/5/2019,Automatic,YELLOW,24554,4-door Large Passenger Car
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2014,Chrysler,Town & Country,TOURING,70538,NULL,0,0,14377.2,NULL,NULL,NULL,NULL,9500,NULL,399684,2C4RC1BG4ER399684,3/8/2019,Automatic,YELLOW,13942,2WD Minivans
Hertz Northwest,Hertz Car Sales of Eugene,44.0487,-123.1763,OR,2016,Dodge,Charger,R/T,36418,24996,30999,30999,25493,1,GRANITE PEARLCOAT GRAY,NULL,NULL,20000,4996,385768A,2C3CDXCT9GH227794,3/5/2019,Automatic,YELLOW,24554,4-door Large Passenger Car
Hertz Northwest,Hertz Car Sales of Albany,44.6383,-123.0633,OR,2017,Lincoln,MKZ,RESERVE,40319,20917,28912,28912,NULL,253,SILVER,NULL,NULL,23391.71,-2474.71,612032,3LN6L5E97HR612032,6/26/2018,Automatic,YELLOW,21862,4-door Mid-Size Passenger Car
Hertz Northwest,Hertz Car Sales of Albany,44.6383,-123.0633,OR,2017,Honda,Civic,LX,36532,15917,17912,17912,17640,128,BLACK,NULL,NULL,15163.53,753.47,L212068,19XFC2F53HE212068,10/29/2018,CVT Transmission,GREEN,16417,4-door Compact Passenger Car
